Marketing Channel,Purchase Platform,Product_Name,Region,AccountCreationMethod,Currency,CountryCode,Order_id,ProductID,User_id,Price_numeric,Price_,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
Display Ads,Mobile Web,Home - Lamp,<function <lambda> at 0x7eee915b4860>,Apple ID,CAD,CA,ORD00030810,PROD7557,USER0000002,162.98,CAD 162.98,2019-11-10 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,2019-11-20 00:00:00,,3.0
Social Media - TikTok,Mobile Web,Electronics - Portable Charger,Europe,Email,EUR,NL,ORD00025683,PROD8505,USER0000002,68.25,EUR 68.25,2019-09-10 00:00:00,2019-08-11 00:00:00,2019-09-15 00:00:00,2019-09-19 00:00:00,,5.0
Paid Serch,Desktop,Electronics - Smart Watch,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00030289,PROD8402,USER0000002,121.31,USD 121.31,2019-11-04 00:00:00,2019-10-10 00:00:00,2019-11-05 00:00:00,2019-11-07 00:00:00,,1.0
Organic Search,Mobile Web,Electronics - Phone Case,Europe,Email,GBP,GB,ORD00042495,PROD4491,USER0000003,113.91,GBP 113.91,16-04-2020,2020-03-31 00:00:00,2020-04-18 00:00:00,2020-04-23 00:00:00,,2.0
Paid Search,Desktop,Fashion - Sunglasses,Asia Pacific,Email,NZD,NZ,ORD00060935,PROD6012,USER0000002,57.12,NZD 57.12,2021-03-11,2021-02-23 00:00:00,2021-03-14 00:00:00,2021-03-24 00:00:00,,3.0
Paid Search,Desktop,Sports - Fitness Tracker,Europe,Email,EUR,DE,ORD00082568,PROD8974,USER0000005,73.8,EUR 73.80,2023-01-21 00:00:00,2022-12-18 00:00:00,23-01-2023,2023-01-27 00:00:00,,2.0
Social Media - Instagram,Desktop,Electronics - Smart Watch,Europe,Google OAuth,EUR,NL,ORD00072151,PROD2101,USER0000002,56.35,EUR 56.35,2021-12-21 00:00:00,2021-07-25 00:00:00,2021-12-26 00:00:00,2021-12-31 00:00:00,,5.0
Social Media - Instagram,Mobile App,Books - Cookbook,Europe,Google OAuth,EUR,ES,ORD00046050,PROD8522,USER0000002,22.03,EUR 22.03,2020-06-09 00:00:00,2020-04-06 00:00:00,2020-06-10 00:00:00,2020-06-17 00:00:00,,1.0
Direct,Desktop,Electronics - Portable Charger,Europe,Email,EUR,FR,ORD00033684,PROD8091,USER0000019,5877.0,EUR 58.77,2019-12-15 00:00:00,2019-11-10 00:00:00,12/20/2019,2019-12-23 00:00:00,,5.0
Direct,Desktop,Electronics - Portable Charger,  Europe  ,Email,EUR,DE,ORD00079269,PROD1137,USER0006424,79.16,EUR 79.16,2022-08-29 00:00:00,2022-06-22 00:00:00,2022-09-01 00:00:00,2022-09-06 00:00:00,,3.0
Paid Search,Mobile Web,Toys - Doll,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00031476,PROD7951,USER0000002,100.0,USD 100.00,11/18/2019,2019-11-18 00:00:00,2019-11-22 00:00:00,2019-11-25 00:00:00,,4.0
Organic Search,Mobile Web,Food - Snack Mix,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00074723,PROD1995,USER0000003,41.47,USD 41.47,2022-03-16 00:00:00,2022-03-16 00:00:00,,,,
Email Marketing,Desktop,Sports - Water Bottle,Asia Pacific,Facebook OAuth,SGD,SG,ORD00065231,PROD8498,USER0000002,187.83,SGD 187.83,06/18/2021,2021-04-11 00:00:00,2021-06-20 00:00:00,2021-06-26 00:00:00,,2.0
Email Marketing,Desktop,Fashion - Hoodie,Europe,Facebook OAuth,GBP,GB,ORD00081281,PROD6140,USER0000002,43.41,GBP 43.41,2022-11-23 00:00:00,2022-10-23 00:00:00,2022-11-26 00:00:00,2022-12-01 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00050717,PROD1713,USER0000003,37.65,USD 37.65,2020-08-26 00:00:00,2020-08-18 00:00:00,2020-08-29 00:00:00,2020-09-02 00:00:00,,3.0
Organic Search,Mobile Web,Home - Curtains,Asia Pacific,Phone,JPY,JP,ORD00050200,PROD4607,USER0000002,17688.37,JPY 17688.37,2020-08-17,2020-06-10 00:00:00,2020-08-20 00:00:00,2020-08-25 00:00:00,,3.0
Social Media - Facebook,Desktop,Fashion - Backpack,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00068878,PROD8008,USER0000007,59.07,USD 59.07,2021-09-19 00:00:00,2021-05-18 00:00:00,2021-09-21 00:00:00,2021-09-25 00:00:00,,2.0
Organic Search,Mobile App,Food - Snack Mix,Middle East,Google OAuth,SAR,SA,ORD00031873,PROD9913,USER0000002,61.81,SAR 61.81,2019-11-23 00:00:00,2019-09-05 00:00:00,,,,
Organic Search,Mobile Web,Fashion - Hat,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00097991,PROD8124,USER0000006,69.9,70 USD,2025-12-31,2025.11.23,,,,
Social Media - Instagram,Mobile Web,Toys - Puzzle,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00036145,PROD5554,USER0000002,62.25,62 NZD,2020.01.16,2019-11-23 00:00:00,2020-01-17 00:00:00,2020-01-23 00:00:00,,1.0
Paid Search,Desktop,Electronics - HDMI Cable,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00034812,PROD7481,USER0000006,104.54,USD 104.54,12/29/2019,2019-11-02 00:00:00,,,,
Organic Search,Mobile Web,Beauty - Body Lotion,Europe,Facebook OAuth,EUR,ES,ORD00080494,PROD7646,USER0000017,29.11,EUR 29.11,2022-10-20,2022-09-16 00:00:00,2022-10-24 00:00:00,2022-10-28 00:00:00,,4.0
Social Media - Facebook,Desktop,Electronics - Screen Protector,Africa,Email,ZAR,,ORD00092907,,USER0000002,2647.0,2647.00,2025-02-17,2025-01-18 00:00:00,2025-02-22 00:00:00,2025-03-03 00:00:00,,5.0
Display Ads,Mobile Web,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00042204,PROD5448,USER0000002,221.59,USD 221.59,2020-04-11 00:00:00,2020-03-16 00:00:00,,,,
Direct,Desktop,Beauty - Face Mask,South America,Email,MXN,MX,ORD00074456,PROD4314,USER0000002,1376.0,1376 MXN,2022-03-06 00:00:00,2021-11-15 00:00:00,2022-03-07 00:00:00,2022-03-15 00:00:00,,1.0
Social Media - Facebook,Desktop,Books - Mystery Novel,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00061264,PROD3369,USER0000011,35.0,35 USD,2021-03-18 00:00:00,2021-02-18 00:00:00,2021-03-19 00:00:00,2021-03-22 00:00:00,,1.0
Affiliate,Mobile Web,Electronics - USB Cable,South America,Email,BRL,BR,ORD00095526,PROD3751,USER0000004,558.95,BRL 558.95,2025-12-31 00:00:00,2025-12-23 00:00:00,2026-01-01 00:00:00,2026-01-06 00:00:00,,1.0
Organic Search,Desktop,Sports - Fitness Tracker,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00072163,PROD6496,USER0000008,114.17,USD 114.17,2021-12-22 00:00:00,2021-12-17 00:00:00,2021-12-24 00:00:00,2021-12-27 00:00:00,,2.0
Email Marketing,Mobile Web,Home - Throw Pillow,Europe,Email,GBP,GB,ORD00010034,PROD7783,USER0000002,39.19,GBP 39.19,2019-03-31 00:00:00,2019-03-13 00:00:00,2019-04-03 00:00:00,2019-04-09 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Books - Cookbook,Middle East,Email,SAR,SA,ORD00065117,PROD3202,USER0000011,70.71,SAR 70.71,2021-06-15 00:00:00,2020-12-01 00:00:00,2021-06-17 00:00:00,2021-06-29 00:00:00,,2.0
Social Media - Facebook,Desktop,Home - Lamp,Europe,Email,EUR,ES,ORD00093871,PROD3030,USER0000003,83.15,EUR 83.15,2025-06-16 00:00:00,2025-06-12 00:00:00,2025.06.17,2025-06-20 00:00:00,,1.0
Direct,Mobile Web,Fashion - Hoodie,Europe,Email,EUR,DE,ORD00015169,PROD2310,USER0000002,48.0,EUR 48.00,2019-05-20 00:00:00,2019-05-15 00:00:00,2019-05-29 00:00:00,2019-06-03 00:00:00,2019-06-05 00:00:00,9.0
Direct,Desktop,Books - Mystery Novel,<function <lambda> at 0x7eee915b4860>,Email,USD,,ORD00078927,PROD2420,USER0000007,18.57,USD 18.57,2022-08-15 00:00:00,2022-05-10 00:00:00,2022-08-18 00:00:00,2022-08-24 00:00:00,,3.0
Organic Search,Desktop,Home - Coffee Maker,Africa,Email,ZAR,ZA,ORD00079604,PROD1161,USER0000002,2311.39,ZAR 2311.39,2022.09.13,2022-06-10 00:00:00,,,,
Direct,Desktop,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00029872,PROD5555,USER0000003,45.3,USD 45.30,2019-10-29 00:00:00,2019-06-05 00:00:00,2019-11-03 00:00:00,2019-11-07 00:00:00,,5.0
Direct,Mobile Web,Beauty - Perfume,<function <lambda> at 0x7eee915b4860>,Apple ID,CAD,CA,ORD00050367,PROD8477,USER0000008,58.41,CAD 58.41,2020-08-20 00:00:00,2020-07-03 00:00:00,,,,
Paid Search,Mobile App,Electronics - Portable Charger,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00071950,PROD1922,USER0000002,186.8,USD 186.80,2021-12-16,2021-09-05 00:00:00,,,2021-12-28 00:00:00,
Direct,Desktop,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00034115,PROD7207,USER0000004,174.58,USD 174.58,2019-12-20 00:00:00,2019-11-16 00:00:00,2019-12-23 00:00:00,2019-12-26 00:00:00,,3.0
Paid Search,Mobile Web,Home - Rug,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00058524,PROD7768,USER0000003,98.94,CAD 98.94,2021-01-19 00:00:00,2020-10-29 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,,7.0
Display Ads,Desktop,Sports - Fitness Tracker,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00050608,PROD4310,USER0000096,79.08,USD 79.08,2020-08-24 00:00:00,2020-05-06 00:00:00,26-08-2020,2020-08-29 00:00:00,,2.0
Social Media - Facebook,Mobile Web,Electronics - Bluetooth Speaker,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00063372,PROD2533,USER0000002,144.67,USD 144.67,2021-05-04 00:00:00,2021-03-01 00:00:00,2021-05-06 00:00:00,2021-05-09 00:00:00,,2.0
Paid Search,Mobile Web,Fashion - Socks,South America,Facebook OAuth,MXN,MX,ORD00058530,PROD2114,USER0000071,1227.76,MXN 1227.76,2021-01-19,2020-12-30 00:00:00,2021-01-20 00:00:00,2021-01-28 00:00:00,,1.0
Organic Search,Mobile App,Beauty - Nail Polish,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00035871,PROD6834,USER0000003,53.25,USD 53.25,2020-01-12 00:00:00,2019-07-06 00:00:00,,,,
Social Media - Instagram,Desktop,Food - Snack Mix,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00021998,PROD1644,USER0000002,24.31,USD 24.31,2019-07-31 00:00:00,2019-05-25 00:00:00,,,,
Social Media-Facebook,Mobile Web,Home - Lamp,Europe,Email,GBP,GB,ORD00025854,PROD8324,USER0000006,28.57,GBP 28.57,09/12/2019,2019-09-05 00:00:00,,,,
Direct,Mobile App,Home - Throw Pillow,Europe,Email,EUR,ES,ORD00095635,PROD7703,USER0000002,100.25,EUR 100.25,31-12-2025,2025-08-29 00:00:00,04-01-2026,2026-01-09 00:00:00,,4.0
Paid Search,Mobile App,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00063459,PROD8256,USER0000003,194.48,194.48,2021-05-06 00:00:00,2021-04-16 00:00:00,2021-05-08 00:00:00,2021-05-15 00:00:00,,2.0
Organic Search,Mobile App,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00040538,PROD7696,USER0000002,48.15,CAD 48.15,2020-03-19 00:00:00,2020-03-13 00:00:00,2020-03-22 00:00:00,2020-03-29 00:00:00,,3.0
Social Media - Facebook,Desktop,Home - Curtains,South America,Facebook OAuth,MXN,MX,ORD00096588,PROD6265,USER0000034,2276.88,MXN 2276.88,2025-12-31 00:00:00,2025-12-28 00:00:00,2026-01-02 00:00:00,2026.01.07,,2.0
Organic Search,Desktop,Sports - Gym Bag,Europe,Apple ID,EUR,IT,ORD00095180,PROD1461,USER0000002,115.01,EUR 115.01,2025-12-31 00:00:00,2025-11-15 00:00:00,2026-01-01 00:00:00,2026-01-05 00:00:00,,1.0
Social Media - Instagram,Mobile App,Fashion - Dress,Africa,Email,ZAR,ZA,ORD00026227,PROD1223,USER0000005,1247.75,1247.75,2019-09-16 00:00:00,2019-08-19 00:00:00,2019-09-21 00:00:00,2019-09-26 00:00:00,,5.0
Social Media - Facebook,Mobile Web,Beauty - Face Mask,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00066015,PROD9436,USER0000013,34.68,USD 34.68,2021-07-06 00:00:00,2021-06-25 00:00:00,2021-07-07 00:00:00,2021-07-10 00:00:00,,1.0
Direct,Desktop,Home - Picture Frame,Europe,Email,EUR,DE,ORD00080125,PROD5456,USER0000013,34.0,EUR 34.00,2022-10-04 00:00:00,2022-05-12 00:00:00,2022-10-07 00:00:00,10-10-2022,,3.0
Social Media - Facebook,Desktop,Beauty - Shampoo,Europe,Email,EUR,IT,ORD00063540,PROD6844,USER0000010,25.51,EUR 25.51,08-05-2021,2020-11-01 00:00:00,,,,
Direct,Desktop,Toys - Puzzle,Middle East,Google OAuth,SAR,SA,ORD00073358,PROD7244,USER0000019,222.73,SAR 222.73,2022-01-28 00:00:00,2021-11-30 00:00:00,,,,
Paid Search,Mobile Web,Sports - Water Bottle,Europe,Google OAuth,EUR,FR,ORD00011196,PROD7686,USER0000016,97.34,EUR 97.34,2019-04-11 00:00:00,2019-03-22 00:00:00,,,,
Organic Search,Mobile App,Home - Picture Frame,Europe,Email,GBP,GB,ORD00086621,PROD2796,USER0000002,92.32,GBP 92.32,2023-09-02 00:00:00,13-08-2023,09/06/2023,09-09-2023,,4.0
Organic Search,Desktop,Sports - Dumbbells,Europe,Email,GBP,GB,ORD00086076,PROD5358,USER0000010,92.26,GBP 92.26,2023-08-02 00:00:00,2023-07-28 00:00:00,2023-08-06 00:00:00,2023-08-09 00:00:00,,4.0
Paid Search,Mobile Web,Sports - Water Bottle,Asia Pacific,Email,AUD,AU,ORD00038057,PROD7835,USER0000002,114.78,AUD 114.78,2020-02-12 00:00:00,2020.01.24,2020-02-13 00:00:00,2020-02-18 00:00:00,,1.0
Social Media - Facebook,Desktop,Beauty - Perfume,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00061966,PROD2089,USER0000036,22.79,USD 22.79,04/03/2021,2021-03-24 00:00:00,,,,
Direct,Mobile Web,Books - Sci-Fi Novel,Europe,Email,EUR,DE,ORD00076756,PROD1785,USER0020918,24.01,EUR 24.01,2022-05-25 00:00:00,2022-03-15 00:00:00,2022-05-29 00:00:00,2022-06-06 00:00:00,,4.0
Organic Search,Desktop,Beauty - Shampoo,Asia Pacific,Facebook OAuth,JPY,JP,ORD00076577,PROD2694,USER0000003,7141.85,JPY 7141.85,2022-05-18 00:00:00,2022-04-12 00:00:00,2022.05.26,2022-06-03 00:00:00,,8.0
Paid Search,Mobile App,Books - Cookbook,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00037366,PROD5723,USER0000002,30.4,USD 30.40,2020-02-02 00:00:00,01/25/2020,2020-02-03 00:00:00,2020-02-06 00:00:00,,1.0
Organic Search,Mobile Web,Fashion - Hoodie,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00028299,PROD1316,USER0000006,67.81,USD 67.81,2019-10-10 00:00:00,2019-09-30 00:00:00,2019-10-13 00:00:00,16-10-2019,,3.0
Organic Search,Mobile Web,Sports - Dumbbells,Europe,Email,EUR,NL,ORD00074546,PROD6604,USER0000003,165.6,EUR 165.60,03/10/2022,2021-12-12 00:00:00,2022-03-11 00:00:00,2022-03-15 00:00:00,,1.0
PaidSearch,Desktop,Electronics - Laptop Stand,Europe,Email,EUR,DE,ORD00087800,PROD7147,USER0003045,139.11,139.11,2023-11-15 00:00:00,2023-10-27 00:00:00,17-11-2023,11/23/2023,,2.0
Affiliate,Mobile Web,Home - Throw Pillow,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00091935,PROD5869,USER0000003,109.86,USD 109.86,2024-10-30 00:00:00,09/14/2024,2024-11-01 00:00:00,2024-11-05 00:00:00,,2.0
Organic Search,Mobile Web,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00039324,PROD8679,USER0000002,119.97,USD 119.97,2020-03-01 00:00:00,2020-03-01 00:00:00,2020-03-02 00:00:00,2020-03-04 00:00:00,,1.0
Direct,Mobile App,Electronics - USB Cable,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00077197,PROD2159,USER0000002,92.89,USD 92.89,2022-06-11 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,2022-06-19 00:00:00,,2.0
Email Marketing,Desktop,Sports - Resistance Bands,Middle East,Google OAuth,AED,AE,ORD00006720,PROD5472,USER0000180,259.9,AED 259.90,2019-03-01 00:00:00,2019-02-21 00:00:00,2019-03-02 00:00:00,2019-03-08 00:00:00,,1.0
Organic Search,Mobile App,Sports - Running Shoes,Europe,Email,EUR,FR,ORD00013001,PROD7988,USER0000002,79.3,EUR 79.30,2019-04-29 00:00:00,2019-03-30 00:00:00,,,,
Social Media - Facebook,Mobile Web,Food - Hot Sauce,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00064296,PROD6325,USER0000002,39.16,USD 39.16,2021-05-27 00:00:00,2021-01-29 00:00:00,2021-06-02 00:00:00,2021-06-06 00:00:00,,6.0
Referral,Mobile Web,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00019320,PROD5008,USER0000002,130.43,USD 130.43,2019-07-02 00:00:00,2019-05-27 00:00:00,07/06/2019,2019-07-10 00:00:00,,4.0
Display Ads,Desktop,Toys - Action Figure,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00040817,PROD7838,USER0000002,72.21,USD 72.21,03/23/2020,2019-09-16 00:00:00,2020-03-27 00:00:00,2020.03.30,,4.0
Display Ads,Desktop,Electronics - Mouse,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00061363,PROD6961,USER0000020,201.57,CAD 201.57,2021-03-21 00:00:00,2021-02-17 00:00:00,2021-03-22 00:00:00,2021-03-26 00:00:00,,1.0
Social Media - Facebook,Mobile App,Electronics - Portable Charger,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00092974,PROD2619,USER0000003,162.69,CAD 162.69,2025-02-25 00:00:00,2025-02-15 00:00:00,2025-02-26 00:00:00,2025-03-01 00:00:00,,1.0
Social Media - Facebook,Desktop,Electronics - Laptop Stand,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00035537,PROD7208,USER0003341,318.53,319 NZD,2020-01-08 00:00:00,2019.12.09,2020-01-11 00:00:00,2020-01-18 00:00:00,,3.0
Direct,Desktop,Fashion - Jeans,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00080811,PROD9876,USER0000025,72.01,72 USD,11/03/2022,2022-10-25 00:00:00,2022-11-06 00:00:00,2022-11-12 00:00:00,,3.0
Social Media - Facebook,Desktop,Fashion - Hat,South America,Apple ID,MXN,MX,ORD00083756,PROD5023,USER0000019,761.81,MXN 761.81,22-03-2023,2022-06-13 00:00:00,2023-03-27 00:00:00,2023-04-08 00:00:00,,5.0
Social Media - Instagram,Mobile Web,Beauty - Lipstick,Europe,Google OAuth,GBP,GB,ORD00004217,PROD3935,USER0000004,22.73,GBP 22.73,2019.02.07,2019-01-13 00:00:00,2019.02.09,2019-02-13 00:00:00,2019-02-16 00:00:00,2.0
Direct,Desktop,Beauty - Face Mask,Asia Pacific,Apple ID,AUD,AU,ORD00072687,PROD8433,USER0000003,75.6,AUD 75.60,01/07/2022,2021-12-20 00:00:00,,,,
Social Media - Instagram,Desktop,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00005192,PROD2015,USER0000002,114.42,USD 114.42,2019-02-15 00:00:00,2019-01-01 00:00:00,2019-02-16 00:00:00,02/22/2019,,1.0
Direct,Desktop,Electronics - Mouse,Asia Pacific,Facebook OAuth,SGD,,ORD00044810,PROD6551,USER0000002,213.66,SGD 213.66,2020-05-21,12-04-2020,,,2020-06-03 00:00:00,
Direct,Mobile Web,Fashion - Belt,South America,Email,ARS,AR,ORD00007280,PROD7033,USER0000004,15039.09,ARS 15039.09,2019-03-06 00:00:00,2019-02-28 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,2.0
Email Marketing,Desktop,Electronics - Portable Charger,Europe,Email,EUR,DE,ORD00067926,PROD1510,USER0000003,148.52,148.52,2021-08-24 00:00:00,2021-07-27 00:00:00,2021-08-27 00:00:00,2021-09-03 00:00:00,,3.0
Organic Search,Mobile Web,Fashion - T-Shirt,Europe,Email,EUR,DE,ORD00083041,PROD1310,USER0000002,61.31,EUR 61.31,2023-02-13 00:00:00,2023-01-07 00:00:00,2023-02-22 00:00:00,2023-02-26 00:00:00,,9.0
Organic Search,Desktop,Electronics - Keyboard,Europe,Facebook OAuth,EUR,NL,ORD00040761,PROD2571,USER0000005,115.14,EUR 115.14,2020.03.22,2019-09-10 00:00:00,2020-03-26 00:00:00,30-03-2020,,4.0
Social Media - Instagram,Desktop,Sports - Gym Bag,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00019532,PROD2283,USER0000080,113.69,USD 113.69,2019-07-04 00:00:00,2019-04-08 00:00:00,,,,
Paid Search,Mobile Web,Sports - Running Shoes,Europe,Google OAuth,EUR,ES,ORD00012565,PROD5328,USER0000002,121.23,EUR 121.23,2019.04.25,2019-01-01 00:00:00,2019-04-26 00:00:00,2019-05-01 00:00:00,,1.0
Direct,Desktop,Electronics - Portable Charger,  Asia Pacific  ,Google OAuth,AUD,AU,ORD00084277,PROD1248,USER0000004,101.47,AUD 101.47,2023-04-20 00:00:00,2023-04-12 00:00:00,2023-04-21 00:00:00,2023-04-28 00:00:00,2023-04-30 00:00:00,1.0
Organic Search,Desktop,Beauty - Face Mask,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00029624,PROD7045,USER0000007,76.31,NZD 76.31,2019-10-26 00:00:00,2019-07-19 00:00:00,2019-10-28 00:00:00,2019-11-04 00:00:00,2019-11-18 00:00:00,2.0
Direct,Desktop,Electronics - Laptop Stand,Europe,Facebook OAuth,EUR,FR,ORD00041748,PROD8358,USER0000002,158.44,EUR 158.44,2020-04-05,2019-10-24 00:00:00,2020-04-06 00:00:00,2020-04-13 00:00:00,,1.0
Direct,Desktop,Beauty - Body Lotion,<function <lambda> at 0x7eee915b4860>,Google OAuth,CAD,CA,ORD00006353,PROD6346,USER0000005,79.07,CAD 79.07,2019-02-26 00:00:00,2019-01-01 00:00:00,,,,
Paid Search,Mobile Web,Food - Tea Set,Europe,Email,EUR,ES,ORD00022660,PROD2002,USER0000003,29.27,EUR 29.27,2019-08-07 00:00:00,2019-04-22 00:00:00,,,,
Organic Search,Desktop,Electronics - Bluetooth Speaker,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00029714,PROD2038,USER0000011,125.18,USD 125.18,2019-10-27 00:00:00,2019-10-06 00:00:00,2019-10-31 00:00:00,2019-11-07 00:00:00,2019-11-14 00:00:00,4.0
Social Media - Instagram,Mobile App,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00089917,PROD4968,USER0000017,231.19,USD 231.19,2024-04-23 00:00:00,23-03-2024,2024-04-25 00:00:00,2024-04-28 00:00:00,,2.0
Organic Search,Mobile App,Home - Lamp,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00003046,PROD2785,USER0000014,47.61,USD 47.61,2019-01-27 00:00:00,2019-01-20 00:00:00,2019-01-29 00:00:00,2019-02-01 00:00:00,,2.0
Paid Search,Desktop,Sports - Resistance Bands,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00044330,,USER0000021,32.81,USD 32.81,2020-05-13 00:00:00,04/04/2020,2020-05-16 00:00:00,2020-05-21 00:00:00,,3.0
Direct,Desktop,Fashion - T-Shirt,South America,Google OAuth,BRL,BR,ORD00098168,PROD2406,USER0000002,161.89,162 BRL,2025-12-31 00:00:00,2025-10-26 00:00:00,2026-01-06 00:00:00,2026-01-13 00:00:00,,6.0
Paid Search,Desktop,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00094061,PROD6367,USER0000004,132.87,USD 132.87,2025-07-13 00:00:00,2025-05-07 00:00:00,2025.07.15,22-07-2025,,2.0
Organic Search,Mobile Web,Books - Mystery Novel,Europe,Phone,GBP,,ORD00018472,PROD9821,USER0000006,27.65,GBP 27.65,2019-06-23 00:00:00,2019-03-26 00:00:00,,,,
Organic Search,Desktop,Beauty - Body Lotion,Asia Pacific,Apple ID,JPY,JP,ORD00048462,PROD7488,USER0000002,9103.92,9103.92,2020-07-19 00:00:00,2019-11-10 00:00:00,2020-07-20 00:00:00,2020-07-27 00:00:00,,1.0
Social Media - Facebook,Desktop,Fashion - Backpack,Asia Pacific,Email,AUD,AU,ORD00071990,PROD9336,USER0000070,92.75,AUD 92.75,2021-12-17 00:00:00,2021-10-27 00:00:00,2021-12-18 00:00:00,2021-12-24 00:00:00,,1.0
Paid Search,Mobile Web,Food - Protein Bar Box,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00025825,PROD2980,USER0000003,33.96,USD 33.96,2019-09-11 00:00:00,2019-08-07 00:00:00,,,,
Display Ads,Mobile Web,  Electronics - Laptop Stand  ,Asia Pacific,Apple ID,INR,IN,ORD00090864,PROD1408,USER0000003,17286.42,INR 17286.42,2024-07-15 00:00:00,2024-06-20 00:00:00,2024-07-17 00:00:00,2024-07-26 00:00:00,,2.0
Organic Search,Mobile Web,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00084462,PROD9978,USER0000002,177.88,USD 177.88,2023-04-30 00:00:00,10/26/2022,2023-05-04 00:00:00,2023-05-08 00:00:00,,4.0
Direct,Desktop,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00048070,PROD5120,USER0000002,127.04,USD 127.04,2020-07-12 00:00:00,2020-06-15 00:00:00,2020-07-15 00:00:00,2020-07-18 00:00:00,,3.0
Referral,Mobile Web,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00074331,PROD8001,USER0000007,180.44,180.44,2022-03-01 00:00:00,2022-02-24 00:00:00,2022-03-05 00:00:00,10-03-2022,,4.0
